mode,load,0_resnet18-32,1_densenet161-16,2_mobilenet_v3_small-8
mps-uncap,1.0,3824.6603117260793,469.1121267880064,1088.088734360959
mig,1.0,3319.6268120506265,283.22347772401747,1970.9655748557886
