mode,load,0_resnet18-32,1_densenet161-16,2_mobilenet_v3_small-8
mps-uncap,1.0,11.072254180908203,35.48388481140137,10.221815109252928
mig,1.0,10.164499282836914,57.01041221618652,4.126071929931641
