mode,load,0_resnet18-32,1_densenet161-16,2_mobilenet_v3_small-8
mps-uncap,1.0,6.104946136474609,24.15013313293457,4.117488861083984
mig,1.0,8.768558502197266,55.822134017944336,3.985881805419922
