mode,load,0_resnet18-32,1_densenet161-16,2_mobilenet_v3_small-8
mps-uncap,1.0,12.248306274414062,36.789283752441406,11.842718124389648
mig,1.0,11.234080791473392,57.80407905578613,4.300689697265625
