mode,load,0_inception_v3-16,1_resnet18-8,2_vgg11-4
mps-uncap,0.8,6.414890289306641,1.561880111694336,1.8184185028076172
mps-uncap,0.9,6.463289260864258,1.5683174133300781,1.813650131225586
mps-uncap,1.0,7.003068923950195,1.5780925750732422,1.8427371978759766
mps-uncap,0.5,6.406545639038086,1.5628337860107422,1.811981201171875
mps-uncap,0.6,6.4105987548828125,1.5611648559570312,1.8129348754882812
mps-uncap,0.7,6.407260894775391,1.5692710876464844,1.813650131225586
mps-uncap,0.1,6.478786468505859,1.5759468078613281,1.8165111541748047
mps-uncap,0.2,6.412029266357422,1.5630722045898438,1.814126968383789
mps-uncap,0.3,6.466865539550781,1.5769004821777344,1.8112659454345703
mps-uncap,0.4,6.419658660888672,1.5673637390136719,1.8110275268554688
