mode,load,0_inception_v3-16,1_resnet18-8,2_vgg11-4
mps-uncap,0.8,15.683650970458984,4.20224666595459,3.5609006881713867
mps-uncap,0.9,25.463342666625977,6.348133087158203,5.733728408813477
mps-uncap,1.0,738.08753490448,369.37761306762695,125.02562999725342
mps-uncap,0.5,11.84070110321045,3.282785415649414,2.484440803527832
mps-uncap,0.6,12.19642162322998,3.3707618713378906,2.627134323120117
mps-uncap,0.7,12.53354549407959,3.6199092864990234,3.015279769897461
mps-uncap,0.1,12.200236320495605,3.095388412475586,2.009153366088867
mps-uncap,0.2,11.86072826385498,2.984285354614258,2.0107030868530273
mps-uncap,0.3,12.089967727661133,3.0989646911621094,2.0934343338012695
mps-uncap,0.4,11.952757835388184,3.105640411376953,2.315998077392578
