mode,load,0_inception_v3-16,1_resnet18-8,2_vgg11-4
mps-uncap,0.8,15.88020324707031,4.2995452880859375,3.237175941467285
mps-uncap,0.9,17.028331756591797,4.457950592041016,3.5331249237060547
mps-uncap,1.0,17.865896224975586,4.878759384155273,3.8983821868896484
mps-uncap,0.5,12.690472602844238,3.484630584716797,2.9349327087402344
mps-uncap,0.6,13.387966156005861,3.717947006225586,2.9578208923339844
mps-uncap,0.7,13.745975494384766,3.945636749267581,3.1599998474121094
mps-uncap,0.1,13.574838638305664,3.3573150634765625,2.3087024688720703
mps-uncap,0.2,12.387990951538086,3.210926055908203,2.4641513824462895
mps-uncap,0.3,12.484908103942871,3.3220767974853516,2.5895357131958012
mps-uncap,0.4,12.546133995056152,3.3469676971435547,2.7685403823852535
