mode,load,0_inception_v3-16,1_resnet18-8,2_vgg11-4
mps-uncap,0.8,6.426811218261719,1.5785694122314453,1.8301010131835938
mps-uncap,0.9,6.491422653198242,1.5950202941894531,1.8236637115478516
mps-uncap,1.0,9.500980377197266,1.588582992553711,1.9001960754394531
mps-uncap,0.5,6.420612335205078,1.5730857849121094,1.8239021301269531
mps-uncap,0.6,6.424188613891602,1.5785694122314453,1.8260478973388672
mps-uncap,0.7,6.420612335205078,1.5840530395507812,1.825571060180664
mps-uncap,0.1,6.492137908935547,1.5931129455566406,1.8324851989746094
mps-uncap,0.2,6.453275680541992,1.5788078308105469,1.8322467803955078
mps-uncap,0.3,6.501197814941406,1.589059829711914,1.8260478973388672
mps-uncap,0.4,6.464719772338867,1.5804767608642578,1.8270015716552734
