mode,load,0_efficientnet_b5-16,1_resnet101-4,2_vgg11-4
mps-uncap,0.8,432.17672284301983,161.05909585758943,786.694801054594
mps-uncap,0.9,495.38652904552595,188.6149243032486,883.0803851433378
mps-uncap,1.0,523.7341959830794,198.3326758329065,1005.5239722154225
mps-uncap,0.5,268.13350206519385,105.06117566545474,494.6722731413089
mps-uncap,0.6,336.84931698665264,122.38316226593948,603.8355922480786
mps-uncap,0.7,395.6703787770119,145.8401623294655,696.0462944041004
mps-uncap,0.1,48.35114941634809,18.512631906490146,97.13421048000163
mps-uncap,0.2,96.77335523836415,43.71215442773638,199.11152060236066
mps-uncap,0.3,163.03687384062002,63.23669253041229,297.3567412002612
mps-uncap,0.4,208.25867770851076,81.1931047377597,407.62910471564646
