mode,load,0_inception_v3-8,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_vgg16-32
mps-uncap,1.0,0.0011920928955078125,0.0030994415283203125,0.000476837158203125,0.000476837158203125
