mode,load,0_inception_v3-8,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_vgg16-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
