mode,load,0_efficientnet_b7-16,1_mobilenet_v3_small-2,2_resnet152-16
mps-uncap,1.0,54.67796325683594,17.485857009887695,36.394596099853516
mig,1.0,71.55776023864746,12.623071670532227,62.74271011352539
