mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-4,2_resnet18-32,3_squeezenet1_1-4
mps-uncap,1.0,2854.3107499057023,504.9564151594403,3460.0094454762093,757.2852606095898
