mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-4,2_resnet18-32,3_squeezenet1_1-4
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
