mode,load,0_densenet121-32,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,97.11575508117676,18.559932708740234,14.075517654418945
mps-uncap,0.9,764.8458480834961,35.537123680114746,432.7261447906494
mps-uncap,1.0,3138.838768005371,1759.965181350708,1029.12437915802
mps-uncap,0.5,27.339816093444824,9.396791458129883,4.598379135131836
mps-uncap,0.6,31.466245651245117,10.6201171875,5.457878112792969
mps-uncap,0.7,41.10217094421387,13.382434844970703,7.315397262573242
mps-uncap,0.1,24.994254112243652,10.73157787322998,4.207849502563477
mps-uncap,0.2,21.672487258911133,10.56528091430664,4.0740966796875
mps-uncap,0.3,22.297263145446777,10.302543640136719,4.18400764465332
mps-uncap,0.4,24.813175201416016,9.200811386108398,4.237651824951172
