mode,load,0_densenet121-32,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,16.963720321655273,4.69660758972168,2.3293495178222656
mps-uncap,0.9,21.942138671875,4.8046112060546875,2.3221969604492188
mps-uncap,1.0,25.9702205657959,9.614229202270508,3.3884048461914062
mps-uncap,0.5,16.818761825561523,4.724025726318359,2.3031234741210938
mps-uncap,0.6,16.849279403686523,4.668712615966797,2.285480499267578
mps-uncap,0.7,16.94011688232422,4.690885543823242,2.2995471954345703
mps-uncap,0.1,18.8753604888916,6.05010986328125,3.0722618103027344
mps-uncap,0.2,16.7388916015625,4.746198654174805,2.2993087768554688
mps-uncap,0.3,16.785383224487305,4.683494567871094,2.301931381225586
mps-uncap,0.4,16.774415969848633,4.708051681518555,2.310514450073242
