mode,load,0_densenet121-32,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,37.01496124267578,18.656015396118164,15.360832214355469
mps-uncap,0.9,35.28189659118652,19.730329513549805,15.207290649414062
mps-uncap,1.0,34.606218338012695,20.240306854248047,15.87820053100586
mps-uncap,0.5,36.252737045288086,20.554780960083008,14.961004257202148
mps-uncap,0.6,35.66145896911621,19.51003074645996,14.83297348022461
mps-uncap,0.7,35.88533401489258,19.585609436035156,14.778614044189453
mps-uncap,0.1,34.98673439025879,19.458770751953125,15.933752059936523
mps-uncap,0.2,31.670093536376953,18.59593391418457,14.674663543701172
mps-uncap,0.3,31.723499298095703,17.90022850036621,15.099525451660156
mps-uncap,0.4,34.369468688964844,17.221450805664062,15.221118927001953
