mode,load,0_densenet121-32,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,237.44583129882812,53.838729858398445,39.86737728118897
mps-uncap,0.9,1789.8092508316042,119.26410198211671,897.7774381637573
mps-uncap,1.0,6490.369081497192,3550.562953948975,1635.4942083358765
mps-uncap,0.5,51.12729072570801,19.666719436645504,10.855770111083983
mps-uncap,0.6,67.26775169372559,24.443531036376953,13.408184051513677
mps-uncap,0.7,94.97535228729248,33.49206447601318,18.427276611328125
mps-uncap,0.1,29.181790351867676,13.70351314544678,5.769062042236328
mps-uncap,0.2,31.519556045532234,14.879322052001953,7.011699676513672
mps-uncap,0.3,34.88240242004395,15.704107284545898,8.561158180236816
mps-uncap,0.4,42.05205440521243,16.16215705871582,9.964418411254883
