mode,load,0_alexnet-32,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,0.0064373016357421875,0.000476837158203125,0.0007152557373046875,0.0007152557373046875
