mode,load,0_resnet152-16,1_resnet152-16
mig,0.1,25.78449249267578,30.87592124938965
mig,0.2,25.836586952209473,30.893683433532715
mig,0.3,25.750160217285156,30.848979949951172
mig,0.4,25.569796562194824,30.72488307952881
mig,0.5,25.29120445251465,30.567646026611328
mig,0.6,25.33590793609619,30.6398868560791
mig,0.7,25.484800338745117,30.79092502593994
mig,0.8,25.644302368164062,31.0819149017334
mig,0.9,25.800585746765137,31.226634979248047
mig,1.0,25.850772857666016,31.28504753112793
