mode,load,0_resnet152-16,1_resnet152-16
mig,0.1,0.04076957702636719,0.04076957702636719
mig,0.2,0.030994415283203125,0.030517578125
mig,0.3,0.029802322387695312,0.027894973754882812
mig,0.4,0.035762786865234375,0.029325485229492188
mig,0.5,6.900787353515625,1.2946128845214844
mig,0.6,14.88029956817627,15.597820281982422
mig,0.7,24.09219741821289,25.3446102142334
mig,0.8,73.59206676483154,59.743404388427734
mig,0.9,320.0228214263916,218.02163124084473
mig,1.0,3085.5681896209717,2710.292935371399
