mode,load,0_densenet201-2,1_efficientnet_b6-4,2_resnet18-32
mps-uncap,0.8,17.460227012634277,33.857107162475586,17.376065254211426
mps-uncap,0.9,33.04576873779297,187.32118606567383,731.5695285797119
mps-uncap,1.0,56.540608406066895,2434.2164993286133,4114.678859710693
mps-uncap,0.5,0.026702880859375,0.02765655517578125,0.8978843688964844
mps-uncap,0.6,2.112150192260742,4.755496978759766,3.1565427780151367
mps-uncap,0.7,13.34381103515625,9.202718734741211,5.655884742736816
mps-uncap,0.1,0.041604042053222656,0.041484832763671875,0.030040740966796875
mps-uncap,0.2,0.03147125244140625,0.030755996704101562,0.027179718017578125
mps-uncap,0.3,0.0286102294921875,0.028133392333984375,0.025987625122070312
mps-uncap,0.4,0.02682209014892578,0.027418136596679688,0.023603439331054688
