mode,load,0_densenet201-2,1_efficientnet_b6-4,2_resnet18-32
mps-uncap,0.8,65.03185638409875,148.42123286503974,4722.091937392652
mps-uncap,0.9,74.32941160188463,167.378140720039,5115.868435042678
mps-uncap,1.0,81.60287261922801,174.03201399477845,5050.04053954825
mps-uncap,0.5,41.03977989552577,94.2291138888774,2908.5130006771105
mps-uncap,0.6,48.78355217581926,110.5634680948093,3591.1223046868286
mps-uncap,0.7,55.66429758912845,131.1240477171083,4046.0361397214506
mps-uncap,0.1,8.378147649932735,20.569133757985036,565.1685149983164
mps-uncap,0.2,17.093636134438174,34.67051474256453,1198.578044758118
mps-uncap,0.3,23.681152720392546,51.38118518789702,1767.343280942794
mps-uncap,0.4,32.70109270361326,78.57477676099424,2394.361014471577
