mode,load,0_efficientnet_b6-32,1_resnet18-32,2_resnet34-32
mps-uncap,0.8,36.525726318359375,4.15492057800293,6.183147430419922
mps-uncap,0.9,37.30916976928711,4.150867462158203,6.200313568115234
mps-uncap,1.0,45.15504837036133,4.186391830444336,6.30497932434082
mps-uncap,0.5,35.75587272644043,4.133939743041992,6.194353103637695
mps-uncap,0.6,35.80784797668457,4.156589508056641,6.229400634765625
mps-uncap,0.7,35.997629165649414,4.139900207519531,6.202220916748047
mps-uncap,0.1,35.765886306762695,4.138469696044922,6.241798400878906
mps-uncap,0.2,35.67981719970703,4.14586067199707,6.226062774658203
mps-uncap,0.3,35.76779365539551,4.142045974731445,6.189107894897461
mps-uncap,0.4,35.72869300842285,4.144191741943359,6.212711334228516
