mode,load,0_efficientnet_b6-32,1_resnet18-32,2_resnet34-32
mps-uncap,0.8,352.54786245011763,2232.3335689862024,1306.5390638062916
mps-uncap,0.9,390.8940865634272,2473.300902247515,1445.5070151721668
mps-uncap,1.0,426.211396416326,2866.2575675176495,1591.3922636203624
mps-uncap,0.5,210.2832600863565,1389.5165063721543,755.8590737636566
mps-uncap,0.6,271.19562951422336,1730.0333524309997,967.8591374875829
mps-uncap,0.7,300.91291772780556,1924.930452704779,1116.8722051299953
mps-uncap,0.1,45.869818648889826,277.49757141814973,157.4412483790653
mps-uncap,0.2,81.70847757763806,586.8387649185806,309.6504964049684
mps-uncap,0.3,125.12211420101993,816.970166974018,480.46231196902625
mps-uncap,0.4,159.77794873596716,1114.8949556801833,603.3870724280896
