mode,load,0_efficientnet_b6-32,1_resnet18-32,2_resnet34-32
mps-uncap,0.8,36.42439842224121,4.126548767089844,6.171703338623047
mps-uncap,0.9,36.275386810302734,4.128932952880859,6.1817169189453125
mps-uncap,1.0,36.47303581237793,4.149675369262695,6.256580352783203
mps-uncap,0.5,35.729408264160156,4.119873046875,6.1798095703125
mps-uncap,0.6,35.72535514831543,4.132747650146484,6.197214126586914
mps-uncap,0.7,35.96639633178711,4.114627838134766,6.182193756103516
mps-uncap,0.1,35.704851150512695,4.120826721191406,6.215095520019531
mps-uncap,0.2,35.62188148498535,4.131555557250977,6.202936172485352
mps-uncap,0.3,35.717010498046875,4.125118255615234,6.16908073425293
mps-uncap,0.4,35.68530082702637,4.117012023925781,6.191253662109375
