mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,29.496192932128906,28.140544891357422,21.174907684326172
mps-uncap,0.9,36.61513328552246,36.78488731384277,20.215272903442383
mps-uncap,1.0,36.15403175354004,34.21163558959961,26.462554931640625
mps-uncap,0.5,37.064313888549805,38.38491439819336,26.86905860900879
mps-uncap,0.6,31.828880310058594,32.61137008666992,20.503520965576172
mps-uncap,0.7,29.664039611816406,33.631086349487305,21.56686782836914
mps-uncap,0.1,42.45257377624512,37.752389907836914,25.592565536499023
mps-uncap,0.2,32.90724754333496,36.65971755981445,21.881103515625
mps-uncap,0.3,33.21099281311035,35.94255447387695,22.336483001708984
mps-uncap,0.4,33.379554748535156,38.4221076965332,20.407438278198242
