mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,0.012159347534179688,0.01239776611328125,0.010013580322265625
mps-uncap,0.9,0.01239776611328125,0.0133514404296875,0.011682510375976562
mps-uncap,1.0,0.022411346435546875,0.013113021850585938,0.013589859008789062
mps-uncap,0.5,0.01239776611328125,0.012159347534179688,0.011682510375976562
mps-uncap,0.6,0.011920928955078125,0.01049041748046875,0.010013580322265625
mps-uncap,0.7,0.009775161743164062,0.012159347534179688,0.011444091796875
mps-uncap,0.1,0.012159347534179688,0.013113021850585938,0.013113021850585938
mps-uncap,0.2,0.01239776611328125,0.011920928955078125,0.012159347534179688
mps-uncap,0.3,0.012159347534179688,0.01239776611328125,0.010967254638671875
mps-uncap,0.4,0.011682510375976562,0.009775161743164062,0.012159347534179688
