mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,25.1828670501709,24.514007568359375,16.17197990417481
mps-uncap,0.9,25.75373649597168,28.896713256835938,14.64853286743164
mps-uncap,1.0,25.70056915283203,25.07948875427246,16.669321060180664
mps-uncap,0.5,23.364162445068363,25.86045265197754,13.741731643676758
mps-uncap,0.6,24.450182914733887,24.153947830200195,15.849542617797852
mps-uncap,0.7,24.937057495117188,24.46117401123047,16.051173210144043
mps-uncap,0.1,30.42612075805664,35.330772399902344,19.785618782043457
mps-uncap,0.2,27.9127597808838,24.041175842285156,18.558740615844727
mps-uncap,0.3,22.365236282348633,25.044250488281254,15.68171977996826
mps-uncap,0.4,23.29859733581543,25.647878646850586,14.478683471679688
