mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,22.16196060180664,23.215055465698242,13.434886932373047
mps-uncap,0.9,24.812698364257812,27.42171287536621,12.988090515136719
mps-uncap,1.0,25.03371238708496,24.309873580932617,15.252828598022461
mps-uncap,0.5,18.502116203308105,21.99852466583252,10.321617126464844
mps-uncap,0.6,19.274592399597168,22.00007438659668,11.371016502380371
mps-uncap,0.7,20.74718475341797,22.64690399169922,12.675046920776367
mps-uncap,0.1,20.897388458251953,22.8879451751709,16.463398933410645
mps-uncap,0.2,19.01841163635254,22.380590438842773,14.682292938232422
mps-uncap,0.3,18.83399486541748,22.530078887939453,11.331796646118164
mps-uncap,0.4,18.697261810302734,22.13597297668457,10.567545890808105
