mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,322.60799407958984,214.35165405273438,201.92503929138184
mps-uncap,0.9,2074.4102001190186,709.1100215911865,250.86450576782227
mps-uncap,1.0,9486.99164390564,551.0473251342773,6192.256450653076
mps-uncap,0.5,125.20456314086914,137.39013671875,48.50459098815918
mps-uncap,0.6,157.89079666137695,167.35553741455078,104.54630851745605
mps-uncap,0.7,211.65132522583008,164.4294261932373,129.87685203552246
mps-uncap,0.1,55.03416061401367,73.5325813293457,45.72296142578125
mps-uncap,0.2,51.29194259643555,63.70997428894043,45.462846755981445
mps-uncap,0.3,63.63534927368164,74.34296607971191,43.59030723571777
mps-uncap,0.4,88.9289379119873,95.39985656738281,45.26185989379883
