mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,27.139563560485843,25.346288681030273,17.963666915893555
mps-uncap,0.9,26.220083236694336,30.35501480102539,15.383634567260742
mps-uncap,1.0,26.148571968078613,25.604729652404785,17.190656661987305
mps-uncap,0.5,26.703817844390883,28.85544061660766,16.262865066528335
mps-uncap,0.6,27.302515506744385,25.45740604400634,18.618950843811035
mps-uncap,0.7,27.07877159118652,25.83087921142578,18.58544826507568
mps-uncap,0.1,31.693487167358406,36.882758140563965,20.542378425598145
mps-uncap,0.2,30.671892166137695,33.55205535888671,20.314931869506836
mps-uncap,0.3,28.342416286468502,28.867247104644772,18.96499633789063
mps-uncap,0.4,27.48816490173341,29.006872177124023,16.89822435379029
