mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,16.92819595336914,20.93029022216797,8.665084838867188
mps-uncap,0.9,17.449617385864258,20.833730697631836,8.701801300048828
mps-uncap,1.0,21.360397338867188,21.626949310302734,10.499000549316406
mps-uncap,0.5,16.83187484741211,20.522356033325195,8.603096008300781
mps-uncap,0.6,16.739606857299805,20.571231842041016,8.599519729614258
mps-uncap,0.7,16.806602478027344,20.692110061645508,8.589506149291992
mps-uncap,0.1,17.285585403442383,20.837783813476562,8.683443069458008
mps-uncap,0.2,17.026185989379883,20.624876022338867,8.678674697875977
mps-uncap,0.3,16.896724700927734,20.546674728393555,8.509159088134766
mps-uncap,0.4,16.805410385131836,20.400047302246094,8.582115173339844
