mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,55.89556694030762,44.26145553588867,25.942325592041016
mps-uncap,0.9,1173.635482788086,161.66400909423828,39.63327407836914
mps-uncap,1.0,4323.73034954071,148.7405300140381,3434.06081199646
mps-uncap,0.5,21.92509174346924,25.540471076965332,12.033939361572266
mps-uncap,0.6,26.390671730041504,25.517940521240234,15.300273895263672
mps-uncap,0.7,36.151885986328125,33.13732147216797,19.05965805053711
mps-uncap,0.1,22.773027420043945,23.57769012451172,16.85357093811035
mps-uncap,0.2,19.80900764465332,22.839784622192383,15.364408493041992
mps-uncap,0.3,19.73867416381836,23.225903511047363,13.044238090515137
mps-uncap,0.4,20.65110206604004,24.09684658050537,11.972546577453613
