mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,16.836166381835938,20.715713500976562,8.619308471679688
mps-uncap,0.9,17.092466354370117,20.299673080444336,8.543968200683594
mps-uncap,1.0,19.15884017944336,21.084070205688477,8.738040924072266
mps-uncap,0.5,16.718626022338867,20.296812057495117,8.519411087036133
mps-uncap,0.6,16.655683517456055,20.528078079223633,8.501291275024414
mps-uncap,0.7,16.72840118408203,20.555973052978516,8.530616760253906
mps-uncap,0.1,16.850709915161133,20.0803279876709,8.61215591430664
mps-uncap,0.2,16.756534576416016,20.34139633178711,8.575201034545898
mps-uncap,0.3,16.78180694580078,20.33710479736328,8.478879928588867
mps-uncap,0.4,16.754865646362305,20.346641540527344,8.530616760253906
