mode,load,0_densenet169-16,1_densenet201-8,2_inception_v3-16
mps-uncap,0.8,117.32826232910165,88.59152793884277,53.41601371765139
mps-uncap,0.9,1642.6045894622803,457.89570808410645,94.60530281066895
mps-uncap,1.0,8661.67426109314,325.23126602172846,5555.793857574463
mps-uncap,0.5,23.249959945678714,30.081772804260265,11.62409782409668
mps-uncap,0.6,36.93664073944092,40.37356376647949,20.968675613403335
mps-uncap,0.7,63.70649337768557,44.391250610351555,33.51054191589356
mps-uncap,0.1,0.04897117614746093,5.242538452148445,1.509141921997076
mps-uncap,0.2,9.665822982788091,8.173179626464842,7.75456428527832
mps-uncap,0.3,15.088582038879407,15.458083152770998,8.999347686767578
mps-uncap,0.4,17.98696517944336,21.545910835266117,9.905672073364267
