mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,62.98518180847168,75.8359432220459,18.532276153564453,18.541693687438965
