mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,68.68910789489746,81.05638027191164,21.67682647705078,21.709084510803223
