mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,62.98494338989258,75.8357048034668,18.532156944274902,18.541336059570312
