mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,14.03721809387207,12.628829479217528,10.476436614990234
mig,1.0,26.824092864990234,4.599332809448242,2.2177696228027344
