mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,13.522863388061523,10.503768920898438,5.067110061645508
mig,1.0,25.542497634887695,4.055261611938477,2.044677734375
