mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,24.65033531188965,22.611141204833984,19.85335350036621
mig,1.0,36.80586814880371,16.524553298950195,16.971826553344727
