mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,13.726949691772461,12.100934982299805,10.211849212646486
mig,1.0,25.8481502532959,4.393577575683594,2.0873546600341797
