mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,14.037296772003174,12.628829479217528,10.47658920288086
mig,1.0,26.824092864990234,4.599449634552001,2.217814922332764
