mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,13.522863388061523,10.503888130187988,5.067348480224609
mig,1.0,25.542497634887695,4.055500030517578,2.0449161529541016
