mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,0.0026226043701171875,0.0057220458984375,0.015497207641601562
mig,1.0,0.002384185791015625,0.0054836273193359375,0.0057220458984375
