mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,13.727188110351562,12.101173400878906,10.211944580078125
mig,1.0,25.84826946258545,4.393815994262695,2.0875930786132812
