mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,12.502193450927734,4.100322723388672,2.012491226196289
mig,1.0,25.24280548095703,3.979921340942383,2.0177364349365234
