mode,load,0_vgg19-16,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,1.0,12.501955032348633,4.100322723388672,2.0122528076171875
mig,1.0,25.24256706237793,3.9796829223632812,2.017498016357422
