mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_resnet152-4
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
