mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,44.10123825073242,21.398544311523438,30.392885208129883,24.40190315246582
mig,0.2,33.40744972229004,27.739286422729492,30.200481414794922,29.788732528686523
mig,0.3,36.96084022521973,42.99736022949219,34.0571403503418,32.80329704284668
mig,0.4,37.085533142089844,31.33225440979004,36.93437576293945,54.70442771911621
mig,0.5,34.4240665435791,35.48002243041992,37.3234748840332,56.108951568603516
mig,0.6,35.765886306762695,43.3049201965332,62.77823448181152,88.39535713195801
mig,0.7,60.58764457702637,61.2790584564209,52.022457122802734,89.31970596313477
mig,0.8,87.51320838928223,79.54788208007812,107.40280151367188,138.2284164428711
mig,0.9,128.01671028137207,171.20862007141113,131.7582130432129,225.477933883667
mig,1.0,477.7858257293701,392.49372482299805,429.8360347747803,1516.3264274597168
