mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,6.225824356079102,6.265878677368164,6.249189376831055,10.511636734008789
mig,0.2,6.224870681762695,6.278038024902344,6.242990493774414,10.50257682800293
mig,0.3,6.220579147338867,6.262540817260742,6.250619888305664,10.520219802856445
mig,0.4,6.217479705810547,6.256580352783203,6.241559982299805,10.492563247680664
mig,0.5,6.218910217285156,6.26826286315918,6.240367889404297,10.499238967895508
mig,0.6,6.220102310180664,6.276130676269531,6.239175796508789,10.502815246582031
mig,0.7,6.217479705810547,6.2694549560546875,6.244897842407227,10.517597198486328
mig,0.8,6.218433380126953,6.272315979003906,6.246328353881836,10.523557662963867
mig,0.9,6.221294403076172,6.279468536376953,6.2427520751953125,10.50257682800293
mig,1.0,6.220340728759766,6.286382675170898,6.2465667724609375,10.520219802856445
