mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,6.204128265380859,6.247997283935547,6.235599517822266,10.48588752746582
mig,0.2,6.204843521118164,6.260156631469727,6.227016448974609,10.487079620361328
mig,0.3,6.203651428222656,6.244182586669922,6.228446960449219,10.495424270629883
mig,0.4,6.202459335327148,6.2408447265625,6.223201751708984,10.47825813293457
mig,0.5,6.19959831237793,6.252288818359375,6.224155426025391,10.480403900146484
mig,0.6,6.202220916748047,6.252765655517578,6.223917007446289,10.482311248779297
mig,0.7,6.195783615112305,6.250619888305664,6.226062774658203,10.497808456420898
mig,0.8,6.194353103637695,6.255149841308594,6.229639053344727,10.498523712158203
mig,0.9,6.206035614013672,6.261348724365234,6.222009658813477,10.485649108886719
mig,1.0,6.197690963745117,6.258964538574219,6.227254867553711,10.492563247680664
