mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,17.70589351654052,16.045751571655263,14.328334331512364,11.811003684997559
mig,0.2,19.1651678085327,19.11648273468018,19.303464889526364,18.407278060913068
mig,0.3,20.62928676605224,21.699910163879363,21.048400402069095,24.99963283538818
mig,0.4,20.79894065856931,20.962476730346683,20.444087982177738,32.2602415084838
mig,0.5,21.0299015045166,19.712734222412085,21.813535690307543,37.991631031036384
mig,0.6,23.602757453918464,26.27081871032716,33.28490257263176,50.37104606628418
mig,0.7,41.2401676177978,43.190937042236335,38.76628875732428,66.81704044342042
mig,0.8,55.43411970138542,52.12885141372681,64.08228874206539,96.19916915893548
mig,0.9,100.4308032989501,114.65082168579109,106.07809066772478,177.77234315872192
mig,1.0,434.58790302276594,354.52766418457026,397.6193904876709,1451.1256265640259
