mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,13.529825210571289,13.589890003204344,12.71921157836914,13.379967212677004
mig,0.2,13.639402389526367,13.40397357940674,13.253564834594725,13.461737632751463
mig,0.3,12.856059074401852,13.029956817626953,12.872648239135742,13.61612796783447
mig,0.4,11.395845413208006,11.53526306152344,11.564378738403322,13.310623168945307
mig,0.5,9.125242233276367,9.3402624130249,9.370172023773193,10.780055522918701
mig,0.6,8.11938524246216,8.314657211303713,8.165502548217772,10.693166255950928
mig,0.7,7.217502593994141,7.252950668334963,7.276391983032227,10.660872459411621
mig,0.8,6.559982299804687,6.617486476898193,6.588268280029292,10.634260177612305
mig,0.9,6.339139938354491,6.389980316162109,6.342120170593262,10.620355606079102
mig,1.0,6.317138671875,6.394863128662109,6.338834762573242,10.621397495269775
