mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,11.844635009765625,11.897683143615723,11.662125587463379,11.880993843078613
mig,0.2,11.345386505126953,11.022210121154785,9.408712387084961,11.414766311645508
mig,0.3,7.940053939819336,7.979869842529297,7.929086685180664,10.669231414794922
mig,0.4,6.56580924987793,7.80797004699707,6.755590438842773,10.542154312133789
mig,0.5,6.240606307983398,6.290674209594727,6.264448165893555,10.537147521972656
mig,0.6,6.2400102615356445,6.290197372436523,6.25920295715332,10.53476333618164
mig,0.7,6.23321533203125,6.288051605224609,6.260871887207031,10.548591613769531
mig,0.8,6.23321533203125,6.288290023803711,6.263494491577148,10.548830032348633
mig,0.9,6.2408447265625,6.295919418334961,6.256341934204102,10.535001754760742
mig,1.0,6.233692169189453,6.293058395385742,6.25920295715332,10.53762435913086
