mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,51.822662353515625,33.71787071228027,37.95194625854492,34.92140769958496
mig,0.2,41.166067123413086,37.81461715698242,37.94717788696289,40.30323028564453
mig,0.3,44.02017593383789,49.256324768066406,40.2987003326416,43.32447052001953
mig,0.4,43.3344841003418,38.172245025634766,44.73257064819336,65.2005672454834
mig,0.5,40.659189224243164,41.773319244384766,43.5638427734375,66.65182113647461
mig,0.6,42.000532150268555,49.599647521972656,69.03481483459473,98.91486167907715
mig,0.7,66.85805320739746,67.5663948059082,58.281660079956055,99.89213943481445
mig,0.8,93.74046325683594,85.83188056945801,113.66820335388184,148.7877368927002
mig,0.9,134.25040245056152,177.52313613891602,138.01026344299316,236.00244522094727
mig,1.0,484.027624130249,398.7860679626465,436.0973834991455,1526.8378257751465
