mode,load,0_inception_v3-4,1_inception_v3-4,2_inception_v3-4,3_inception_v3-4
mig,0.1,16.733884811401367,17.661333084106445,16.503596305847168,13.309168815612793
mig,0.2,19.499826431274414,19.611263275146484,18.847894668579105,19.297266006469727
mig,0.3,17.362689971923828,17.851829528808594,17.113041877746586,20.549678802490234
mig,0.4,16.78271293640137,17.12965965270996,16.462707519531246,23.479270935058594
mig,0.5,17.017889022827152,16.924381256103516,16.845226287841797,28.230404853820804
mig,0.6,19.11795139312744,18.960952758789062,19.968271255493164,34.08229351043701
mig,0.7,26.691913604736328,25.896215438842784,24.755001068115234,40.7890796661377
mig,0.8,33.800101280212395,34.76560115814209,36.27324104309082,60.04729270935059
mig,0.9,67.78068542480469,64.74175453186035,67.71936416625977,98.9919900894165
mig,1.0,297.90802001953125,276.4146327972412,311.9365692138672,1244.103455543518
