mode,load,0_squeezenet1_0-32,1_vgg11-16,2_vgg19-8
mps-uncap,0.8,98.18477630615236,65.5052661895752,91.11213684082031
mps-uncap,0.9,262.20209598541265,221.4910984039307,185.05296707153317
mps-uncap,1.0,6382.182502746582,4636.870479583741,2599.8371601104745
mps-uncap,0.5,22.561383247375492,19.19717788696289,20.917701721191406
mps-uncap,0.6,28.008651733398438,21.11129760742188,26.191568374633793
mps-uncap,0.7,42.32287406921387,35.504722595214844,38.335180282592766
mps-uncap,0.1,14.116144180297855,11.184692382812502,12.699699401855472
mps-uncap,0.2,15.640759468078615,12.492609024047852,12.52427101135254
mps-uncap,0.3,16.658687591552734,12.747955322265629,13.95425796508789
mps-uncap,0.4,20.43247222900391,16.379189491271973,17.808818817138675
