mode,load,0_squeezenet1_0-32,1_vgg11-16,2_vgg19-8
mps-uncap,0.8,169.4912910461427,117.25163459777828,163.79904747009277
mps-uncap,0.9,446.07254743575993,329.49085235595703,276.519320011139
mps-uncap,1.0,6497.5544238090515,5448.1883907318115,2951.5820813179016
mps-uncap,0.5,41.87646627426148,32.16310977935795,35.99070549011231
mps-uncap,0.6,50.023679733276346,39.80522632598889,53.1519412994385
mps-uncap,0.7,90.14819860458361,63.62650394439694,69.99087333679194
mps-uncap,0.1,24.788932800292965,18.39499473571777,17.398624420166005
mps-uncap,0.2,21.936340332031268,18.45726013183593,20.040426254272482
mps-uncap,0.3,27.63516664505002,20.548524856567383,23.19876670837404
mps-uncap,0.4,35.284967422485344,27.172226905822683,30.551271438598636
