mode,load,0_squeezenet1_0-32,1_vgg11-16,2_vgg19-8
mps-uncap,0.8,25.835714340209968,15.938377380371088,23.168563842773438
mps-uncap,0.9,25.28249740600586,15.78496932983399,23.13690423965454
mps-uncap,1.0,24.85921859741211,15.29123306274414,22.94182062149048
mps-uncap,0.5,23.45316410064698,14.669723510742188,20.5730676651001
mps-uncap,0.6,24.498825073242188,15.450906753540039,21.86754226684571
mps-uncap,0.7,25.43632984161377,15.859198570251465,22.354135513305664
mps-uncap,0.1,20.025181770324682,15.335159301757791,17.36954689025878
mps-uncap,0.2,19.203429222106934,13.506927490234336,16.15579605102539
mps-uncap,0.3,20.763220787048326,13.729805946350092,17.82001495361329
mps-uncap,0.4,23.276741504669147,14.597318172454777,19.734473228454622
