mode,load,0_squeezenet1_0-32,1_vgg11-16,2_vgg19-8
mps-uncap,0.8,1226.4258302208846,1139.906809499268,342.52059761251826
mps-uncap,0.9,1397.3426486919295,1253.1061234671174,371.9414758600909
mps-uncap,1.0,1407.7468037510796,1286.9657566913713,389.2052296676845
mps-uncap,0.5,785.6776978937667,712.3062075494306,208.26008254838868
mps-uncap,0.6,920.9775298714069,814.6155628616762,242.6376409230891
mps-uncap,0.7,1114.688729474188,994.0601910693417,288.5689640553951
mps-uncap,0.1,154.0351741390766,130.29478572644396,39.212014370382036
mps-uncap,0.2,305.76304202673975,281.15086252189263,78.27039681307147
mps-uncap,0.3,458.19250960869874,411.2275251012978,123.62129602662479
mps-uncap,0.4,673.2491460901668,561.8978331404767,167.62786882875108
