mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
