mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,15.201330184936523,4.086732864379883,4.072666168212891
mig,1.0,16.336679458618164,4.868507385253906,4.930257797241211
